,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
97744,gdb_97745,OCC#CC1C2CC1C2,5.20158,0.70341,0.68003,1.2185,87.23,-0.2404,0.0289,0.2693,1697.6955,0.159329,-385.798178,-385.789375,-385.788431,-385.83416,32.156
91957,gdb_91958,OC1CC2CC2C11CC1,2.37956,1.68639,1.38038,1.4576,81.73,-0.2494,0.0749,0.3243,1052.4765,0.184121,-387.075919,-387.067927,-387.066983,-387.107847,32.912
23974,gdb_23975,C#Cc1coc(n1)C#N,6.22076,0.95306,0.82645,4.6532,75.89,-0.2612,-0.0725,0.1887,1253.8111,0.065879,-414.409029,-414.40178,-414.400836,-414.441034,26.233
104909,gdb_104910,CCC1(CC1(C)O)C#C,2.09163,1.44564,1.01332,2.0039,86.13,-0.2351,0.0553,0.2904,1272.1561,0.178382,-387.047623,-387.037003,-387.036059,-387.082474,39.968
22390,gdb_22391,CC(=NO)CC1CCC1,4.07696,0.76429,0.69653,0.6786,86.56,-0.2375,0.0162,0.2537,1670.2539,0.192694,-404.305905,-404.295722,-404.294778,-404.34296,36.785
93902,gdb_93903,OC1CCC(O)C2CC12,2.6263,1.44203,1.14292,2.6437,77.66,-0.2559,0.0684,0.3244,1137.7014,0.184186,-424.22096,-424.212479,-424.211535,-424.253661,34.003
56192,gdb_56193,CC(=O)COC1COC1,4.89329,0.7035,0.65137,3.8964,73.23,-0.25,-0.0167,0.2333,1718.0038,0.155858,-460.139869,-460.129929,-460.128985,-460.177032,33.585
9044,gdb_9045,CC(CCC#C)C#N,4.6602,0.90382,0.78953,3.7196,74.94,-0.2725,0.0259,0.2983,1392.1979,0.140176,-326.715217,-326.70598,-326.705036,-326.749643,32.549
8951,gdb_8952,CCC(O)C(C)OC,3.1547,1.21591,1.05544,2.2908,75.12,-0.2519,0.077,0.3289,1258.5222,0.19758,-387.340032,-387.329586,-387.328642,-387.375388,37.262
66039,gdb_66040,NC1(CNC1C#N)C#N,2.43181,1.35015,1.13295,3.5216,70.5,-0.2681,-0.0163,0.2517,1102.6901,0.113411,-412.972455,-412.963822,-412.962877,-413.005866,31.197
111082,gdb_111083,COC1C2CC1C(=O)O2,3.91713,1.13401,1.10944,4.401,68.73,-0.2586,0.0106,0.2693,1146.4034,0.13649,-458.961925,-458.95424,-458.953296,-458.994453,28.95
72041,gdb_72042,OC12CN3CC1C2(O)C3,2.49171,1.9438,1.52503,2.1619,69.57,-0.2268,0.0666,0.2934,925.7866,0.149558,-439.05255,-439.045185,-439.04424,-439.083692,30.407
76847,gdb_76848,CC1C2OC(=O)C2N1C,2.50073,1.53751,1.16681,4.5457,72.56,-0.2275,0.004,0.2315,1105.2406,0.146817,-439.077549,-439.069126,-439.068182,-439.110596,31.32
57699,gdb_57700,CC(C)(C=O)NCC#N,3.28373,0.80486,0.76119,3.4725,77.19,-0.2566,-0.0373,0.2193,1529.9646,0.156078,-419.216892,-419.20633,-419.205386,-419.25359,36.806
4916,gdb_4917,Cc1[nH]cc(n1)NC,6.35758,1.26646,1.07575,2.6,72.76,-0.1729,0.0434,0.2163,1110.1914,0.143224,-360.085305,-360.076851,-360.075907,-360.118671,30.273
57130,gdb_57131,CC(C#CC#C)C1CO1,2.88436,0.88681,0.73392,1.8329,89.89,-0.244,-0.0145,0.2295,1537.8877,0.133057,-384.613061,-384.60353,-384.602586,-384.648035,34.357
130356,gdb_130357,NC=[NH+]C1=C([O-])ON=C1,3.7205,1.04035,0.81353,10.9635,83.88,-0.1783,-0.054,0.1242,1305.9348,0.101609,-469.983461,-469.975401,-469.974457,-470.016451,29.395
59842,gdb_59843,CC(O)CC#CCC=O,4.31833,0.55841,0.51194,3.4895,82.46,-0.2439,-0.0245,0.2194,2119.1393,0.154925,-423.009059,-422.998085,-422.997141,-423.048336,37.249
4761,gdb_4762,CN=c1[nH]cc(o1)O,4.60011,1.55053,1.17029,1.997,62.43,-0.181,0.0514,0.2324,970.816,0.106211,-415.868926,-415.860765,-415.859821,-415.901953,28.515
111167,gdb_111168,OCC1C2NC1C21CN1,4.07841,1.02744,0.95169,2.053,76.63,-0.2334,0.0689,0.3022,1276.0054,0.16044,-419.085928,-419.077735,-419.076791,-419.118856,31.678
118219,gdb_118220,CCCC(C)CC(C)C,3.26153,0.59875,0.58016,0.0981,100.47,-0.2907,0.0797,0.3704,2180.5016,0.272782,-354.781176,-354.768717,-354.767773,-354.8198,45.289
84187,gdb_84188,CC1N=C(OC1=O)C#C,3.55691,1.19526,0.93946,2.097,72.54,-0.2762,-0.0594,0.2169,1191.0234,0.099548,-436.702901,-436.694786,-436.693842,-436.735801,29.532
11264,gdb_11265,OC1CC=C(C1)C#C,4.66776,1.33357,1.17784,1.1275,76.21,-0.2324,-0.0226,0.2098,1024.9733,0.130018,-346.58703,-346.579365,-346.578421,-346.618876,29.374
76908,gdb_76909,CC1(C)C(O)C1C1CO1,2.73156,1.21945,1.14819,2.6907,78.96,-0.2276,0.0766,0.3041,1211.7069,0.180594,-424.189978,-424.180332,-424.179388,-424.22418,36.327
48794,gdb_48795,O=CC12NC1CC21CC1,2.82012,1.44682,1.1492,2.7085,78.55,-0.2375,-0.0352,0.2024,1100.3789,0.147414,-401.897574,-401.889598,-401.888654,-401.929991,30.825
18818,gdb_18819,O=C1CN2C3CC1C23,4.21764,2.23079,1.85447,2.4581,63.47,-0.2347,-0.0177,0.2169,728.7939,0.121007,-362.639333,-362.633556,-362.632612,-362.669087,23.358
96113,gdb_96114,CC12OC1COCC2O,2.3188,1.77277,1.20455,1.7881,70.91,-0.2488,0.0603,0.3091,1066.7308,0.15884,-460.146535,-460.137947,-460.137003,-460.179323,32.89
113307,gdb_113308,CCC1(OC1CO)C#N,2.58618,1.04576,0.84275,3.5519,73.57,-0.2838,0.0012,0.2851,1393.0439,0.145279,-439.072862,-439.062944,-439.061999,-439.108423,34.934
85744,gdb_85745,CC1NC(C#N)C2CC12,3.16686,1.24097,1.04209,4.624,79.66,-0.2452,0.0298,0.275,1191.1196,0.161098,-382.077238,-382.069025,-382.068081,-382.109955,31.803
14572,gdb_14573,C#CCCCCC#N,13.40017,0.60193,0.58433,3.4392,75.47,-0.27,0.0327,0.3027,1782.4476,0.140463,-326.716451,-326.707233,-326.706288,-326.75121,31.904
93040,gdb_93041,OC1CC=CC2OC2C1,2.77224,1.45241,1.10545,1.4337,75.21,-0.2511,-0.0047,0.2464,1113.2036,0.160516,-423.007484,-422.999559,-422.998615,-423.039698,31.508
100971,gdb_100972,CCC(O)C1(C)CC1O,2.29136,1.07657,1.00148,2.4184,82.08,-0.2494,0.0738,0.3232,1388.7373,0.202809,-425.410861,-425.399939,-425.398994,-425.446403,40.729
88703,gdb_88704,CC1NC1C1NC1C#C,3.41408,0.97349,0.82624,0.5059,83.36,-0.2381,0.0357,0.2738,1419.0514,0.158272,-381.980419,-381.971102,-381.970158,-382.015321,34.6
36789,gdb_36790,C#CCCOCC1CC1,8.13173,0.50704,0.49562,1.0403,86.67,-0.2554,0.0556,0.311,2213.8766,0.18015,-387.033512,-387.02325,-387.022306,-387.070203,36.515
119647,gdb_119648,OCCC12CC3C1N3C2,4.4866,0.93859,0.90389,2.0482,77.85,-0.2332,0.0716,0.3048,1340.0492,0.17143,-403.072263,-403.063922,-403.062977,-403.105669,31.934
31404,gdb_31405,CCc1nc[nH]c(=O)n1,2.95039,1.355,0.93916,3.968,73.46,-0.2605,-0.0574,0.2031,1206.3407,0.125959,-434.146877,-434.138874,-434.13793,-434.18005,29.177
15953,gdb_15954,C#CC1COC11CC1,3.24737,1.86306,1.37041,1.1651,70.51,-0.2331,0.0365,0.2696,917.1171,0.128926,-346.530328,-346.522683,-346.521738,-346.562405,28.859
69708,gdb_69709,CC12NC1C1C2CC1=O,3.84508,1.32028,1.20657,4.3447,76.0,-0.2183,-0.0123,0.206,1072.4334,0.147199,-401.903113,-401.895342,-401.894398,-401.935198,30.696
78537,gdb_78538,CC1C2C3(C)NC3C12O,2.32138,1.54724,1.22486,1.1038,79.93,-0.2009,0.0747,0.2756,1132.038,0.168851,-403.057259,-403.048116,-403.047172,-403.090445,35.522
78522,gdb_78523,CN1C2C3(O)CC2(O)C13,2.45819,1.83072,1.21233,1.4939,72.53,-0.2103,0.0679,0.2782,1034.7139,0.145952,-438.979444,-438.971215,-438.97027,-439.011477,32.803
101498,gdb_101499,CC(CO)N=CNC=O,3.28642,0.73341,0.69589,2.6203,79.71,-0.2553,-0.0262,0.229,1672.3939,0.157974,-456.36987,-456.359778,-456.358834,-456.405989,35.628
79178,gdb_79179,CC1C2C3C(CN23)C1O,2.78714,1.70606,1.34142,2.1818,76.9,-0.2253,0.0629,0.2882,1016.6995,0.172827,-403.108489,-403.100817,-403.099872,-403.140194,31.244
7729,gdb_7730,C1C(=O)NC(=O)CN1,3.41992,1.9738,1.29534,3.3135,59.51,-0.2495,-0.0271,0.2224,877.07,0.109737,-415.924117,-415.917389,-415.916445,-415.955291,25.077
56392,gdb_56393,NC(=O)C#CC(O)C#N,3.36886,0.72361,0.62521,2.8495,69.38,-0.2759,-0.0461,0.2298,1667.6723,0.087119,-452.738338,-452.728551,-452.727607,-452.775144,32.719
35677,gdb_35678,N#CC1CNC(C1)C#N,4.53225,0.90866,0.80177,1.3842,74.12,-0.272,0.0005,0.2725,1348.3756,0.126878,-396.95473,-396.946487,-396.945543,-396.989604,29.562
95339,gdb_95340,CC1CC2OCC2CO1,3.00541,1.36131,1.09333,1.7464,77.87,-0.241,0.0735,0.3145,1174.872,0.184263,-424.217271,-424.209079,-424.208135,-424.250225,31.767
23183,gdb_23184,ON=C1COCC11CN1,2.31079,1.61645,1.04458,1.5585,72.37,-0.2374,-0.0111,0.2263,1125.0687,0.136418,-455.073267,-455.065087,-455.064143,-455.106197,30.686
111224,gdb_111225,CCC1C2CC1N=CO2,3.35151,1.24768,1.15967,2.1172,77.85,-0.2423,0.0182,0.2605,1159.5744,0.173186,-403.146056,-403.138227,-403.137283,-403.178445,30.803
37331,gdb_37332,C1C2C1C1CC2C2OC12,3.18509,1.82259,1.75863,1.9059,75.54,-0.2482,0.0893,0.3376,873.8357,0.163506,-385.855017,-385.849053,-385.848109,-385.884854,26.829
86320,gdb_86321,CC1CC(O)C1C(C)=O,1.91303,1.66622,1.10617,3.308,78.62,-0.2465,-0.0257,0.2207,1196.8114,0.181068,-424.243683,-424.234059,-424.233115,-424.278163,36.091
101890,gdb_101891,CC(CO)OCCC=O,4.05912,0.5876,0.54935,1.7907,77.28,-0.2575,-0.0298,0.2276,2001.5337,0.178873,-461.360144,-461.349143,-461.348199,-461.3982,37.66
122801,gdb_122802,C(CNC(=N)C=O)CO,6.78554,0.50305,0.47325,3.3667,76.74,-0.2378,-0.0674,0.1704,2202.1261,0.157199,-456.346224,-456.335512,-456.334568,-456.383836,36.241
57056,gdb_57057,CC1CCC1C(N)C#N,2.08165,1.35584,1.20347,2.6228,81.82,-0.2667,0.0274,0.2941,1200.5557,0.183222,-383.269918,-383.260265,-383.259321,-383.304317,35.899
3422,gdb_3423,O=C1CCN2CC12,4.78462,2.84047,2.08556,2.3679,57.07,-0.2418,-0.0231,0.2187,629.9309,0.115161,-324.575287,-324.569574,-324.568629,-324.604733,21.952
55586,gdb_55587,CC(=O)CC(=O)NC=O,3.6712,0.90046,0.7516,5.6691,69.37,-0.2487,-0.0474,0.2013,1459.5754,0.121494,-475.096088,-475.086533,-475.085589,-475.13189,32.513
78035,gdb_78036,CC1OCC2(O)C(O)C12,2.55263,1.4821,1.31402,0.8824,70.54,-0.232,0.0649,0.297,1064.3023,0.159053,-460.145671,-460.137177,-460.136233,-460.178079,33.518
109584,gdb_109585,CCC1C(C)C(O)C1C,2.41312,1.17085,0.96816,1.5026,87.67,-0.2485,0.0571,0.3056,1382.1771,0.227725,-389.48815,-389.477371,-389.476427,-389.523292,40.656
3333,gdb_3334,C1C2COC=NC12,4.41232,3.45219,2.33774,2.1283,57.21,-0.2332,0.0193,0.2525,587.3824,0.116209,-324.571081,-324.565527,-324.564583,-324.600322,21.259
66730,gdb_66731,CC12C3C4C3C1(C=O)C24,2.67522,1.66063,1.25843,3.7385,78.6,-0.2303,-0.0162,0.2141,1024.7673,0.134275,-384.598678,-384.590947,-384.590003,-384.630892,29.817
44324,gdb_44325,N=C1OC2C3C=CN1C23,3.32967,2.01436,1.60202,3.3933,69.01,-0.2217,-0.0047,0.217,831.899,0.115483,-416.782077,-416.776076,-416.775132,-416.812286,24.96
48700,gdb_48701,O=CC12CC1C1(CN1)C2,3.65565,1.15108,1.01014,3.3937,79.42,-0.2477,-0.0231,0.2245,1195.5609,0.147528,-401.903803,-401.89583,-401.894886,-401.936435,30.742
58647,gdb_58648,CC(C)C1(CC1C)C#N,1.81686,1.45477,1.13529,4.2395,86.89,-0.2764,0.0384,0.3148,1261.0094,0.192515,-367.232507,-367.222129,-367.221184,-367.267357,38.456
130423,gdb_130424,NCC1=NC(=O)N=NO1,2.29007,0.81442,0.61001,1.7415,60.86,-0.2499,-0.0471,0.2028,1680.3117,0.0842,-486.149975,-486.13836,-486.137416,-486.194872,33.545
11420,gdb_11421,CCC1OCC(=N)O1,3.77541,1.55797,1.22897,2.1648,65.64,-0.2667,0.0221,0.2888,1008.9037,0.142384,-401.021643,-401.013723,-401.012779,-401.054538,28.523
68372,gdb_68373,CC12CC(CC(=O)C1)O2,2.91207,1.53064,1.20894,2.5149,74.7,-0.2406,-0.0175,0.2232,1067.9612,0.159272,-423.051222,-423.043319,-423.042375,-423.083529,31.367
67456,gdb_67457,OC12C3CC1COC2C3,2.20972,1.87619,1.82452,0.9962,73.65,-0.2351,0.0692,0.3043,924.6232,0.16066,-423.002621,-422.995187,-422.994243,-423.034249,29.944
122963,gdb_122964,CCCCOC(C)CO,3.69939,0.56526,0.52449,2.3291,87.1,-0.252,0.0821,0.3341,2230.4489,0.226432,-426.627811,-426.61606,-426.615116,-426.666189,41.384
23763,gdb_23764,c1cc(c(=O)[nH]c1)F,3.31075,2.32973,1.36747,4.8183,60.54,-0.219,-0.0395,0.1795,803.179,0.085572,-422.690097,-422.684041,-422.683096,-422.72031,23.222
62639,gdb_62640,CC1(C)C2C3CC2(O)C13,2.76,1.67222,1.21858,1.3151,82.98,-0.2515,0.078,0.3295,1086.8142,0.181196,-387.023355,-387.014785,-387.013841,-387.055571,34.769
126828,gdb_126829,CCN1N=NC(=N)N=N1,4.7706,1.14896,1.00934,4.1885,74.74,-0.2486,-0.0858,0.1628,1165.5985,0.112161,-446.217391,-446.20945,-446.208505,-446.250414,28.909
98081,gdb_98082,CN(C)C(=N)C(=O)OC,3.21028,1.06145,0.87488,2.4603,76.1,-0.2264,-0.0216,0.2048,1381.0946,0.157176,-456.362529,-456.351915,-456.35097,-456.399027,36.071
45795,gdb_45796,N=C1CC=CC2CC2O1,2.71041,1.65193,1.20433,3.1674,79.01,-0.2334,0.0018,0.2351,1050.9583,0.14966,-401.936208,-401.9286,-401.927656,-401.968575,29.96
96431,gdb_96432,CC1OCCNC1C=O,1.91351,1.82056,1.20614,3.3075,75.45,-0.2155,-0.0225,0.193,1115.5425,0.171405,-440.28502,-440.276306,-440.275362,-440.318306,33.098
28551,gdb_28552,Cc1cnc(n1C=O)C,2.33143,1.7638,1.01676,2.7702,78.04,-0.2296,-0.0452,0.1844,1138.827,0.136091,-418.080163,-418.071573,-418.070629,-418.11323,31.322
84625,gdb_84626,CC1C=CC2OC1C2=O,2.33471,1.83591,1.47866,2.2932,72.76,-0.2378,-0.0229,0.2149,964.8824,0.136238,-421.823859,-421.816338,-421.815394,-421.855706,29.351
72453,gdb_72454,OC12COC(C1)C1CC21,2.34038,2.15487,1.51222,0.8571,73.08,-0.2427,0.0659,0.3087,929.125,0.161763,-423.010874,-423.003941,-423.002997,-423.041589,29.694
79264,gdb_79265,OC1C2C3CC1(O)CN23,2.47751,2.03277,1.57353,2.2174,68.99,-0.2314,0.0538,0.2852,902.1332,0.149826,-439.069093,-439.061881,-439.060937,-439.100122,29.884
80216,gdb_80217,OC1C2OC(=O)C12C#C,2.32727,1.61677,1.1966,3.4068,66.51,-0.256,-0.0184,0.2376,1020.1164,0.086986,-456.512884,-456.505073,-456.504128,-456.545227,29.379
119924,gdb_119925,CCCC1C(C)C1C#N,2.16366,1.05767,0.87074,4.0499,87.0,-0.2792,0.032,0.3113,1482.2862,0.193344,-367.231418,-367.22107,-367.220126,-367.267262,37.312
66907,gdb_66908,CC12C3N1CC3=CC2=O,2.74676,2.02579,1.36956,2.937,77.86,-0.2352,-0.0814,0.1538,926.5417,0.123501,-400.654607,-400.647236,-400.646292,-400.686181,28.829
42674,gdb_42675,O=C1C2C3OC2(C#C)C13,2.81053,1.65328,1.20172,1.1491,69.07,-0.2394,-0.0136,0.2257,978.3106,0.08705,-419.304006,-419.296996,-419.296052,-419.335531,27.309
33849,gdb_33850,C#CC12CC3CC3C1O2,4.33683,1.27768,1.14683,1.8942,78.46,-0.2494,0.0245,0.2739,1080.1457,0.136054,-384.632496,-384.625117,-384.624173,-384.664001,29.946
60018,gdb_60019,CC(C)OC(C)CC=O,2.19756,0.93416,0.74742,3.2172,83.69,-0.2391,-0.0173,0.2218,1626.1865,0.201138,-425.442523,-425.431117,-425.430173,-425.480422,40.231
16293,gdb_16294,OC1CC2NC12C#C,3.49192,1.77638,1.47064,2.411,69.21,-0.2338,0.0248,0.2586,878.6816,0.118468,-362.581516,-362.574223,-362.573279,-362.612806,28.332
71865,gdb_71866,CC12CN3CC(=O)C1C23,3.01213,1.59412,1.27832,2.8852,76.08,-0.2178,-0.013,0.2048,1023.5671,0.148727,-401.931668,-401.924299,-401.923354,-401.963258,29.433
24829,gdb_24830,N=C1C=COC=CC1=N,2.6819,1.65782,1.04953,4.2566,80.28,-0.2379,-0.0513,0.1866,1074.3028,0.115054,-416.80314,-416.795776,-416.794832,-416.835818,27.77
23019,gdb_23020,CC(=NO)C1NC1C=O,2.4162,1.21829,0.86153,3.4999,73.74,-0.2434,-0.0168,0.2266,1309.977,0.133262,-455.08236,-455.072768,-455.071824,-455.1181,33.725
86235,gdb_86236,CN1CC(O)C(C1)C#N,2.24613,1.33204,0.92852,4.6556,76.94,-0.2302,0.0347,0.2649,1279.8608,0.159747,-419.214762,-419.205598,-419.204654,-419.249433,33.416
101257,gdb_101258,COC(C)C1NC1(C)C,2.59499,1.06998,0.95077,1.3035,86.7,-0.2387,0.0728,0.3116,1424.702,0.21449,-405.520372,-405.509141,-405.508197,-405.556908,40.683
95158,gdb_95159,CC12CN1CCC(O)C2,2.57764,1.39569,1.06317,1.1674,81.95,-0.2198,0.075,0.2948,1211.5529,0.195207,-404.335628,-404.326848,-404.325904,-404.368486,35.045
25794,gdb_25795,CC(=O)c1ccc([nH]1)N,3.99193,1.07401,0.85174,3.5235,83.87,-0.191,-0.0234,0.1676,1318.7477,0.136497,-418.077447,-418.068405,-418.067461,-418.112892,32.827
9325,gdb_9326,C(COC(=O)C#N)O,4.26262,1.08347,0.90467,3.1141,56.86,-0.2932,-0.0758,0.2174,1192.7992,0.09398,-435.757916,-435.74956,-435.748616,-435.792118,27.856
124876,gdb_124877,CC1(CN1)C1=CNN=C1,3.65761,1.20177,1.01315,1.667,77.6,-0.2245,0.0263,0.2508,1189.592,0.15007,-398.125621,-398.117582,-398.116637,-398.158688,30.683
2941,gdb_2942,CCC1CCCC1,5.40797,1.63869,1.36054,0.0445,73.97,-0.3018,0.0824,0.3842,965.2228,0.196559,-275.011437,-275.003477,-275.002533,-275.044853,29.179
29017,gdb_29018,c1cc(c(nc1)C=O)O,3.11058,1.52749,1.02443,4.9922,75.09,-0.2432,-0.0664,0.1768,1071.0689,0.102143,-436.751875,-436.744595,-436.74365,-436.783769,27.373
115503,gdb_115504,CCC1COC(C1)OC,3.76937,0.85972,0.82349,0.7909,82.39,-0.2534,0.0858,0.3392,1551.0693,0.205556,-425.439241,-425.429243,-425.428299,-425.474722,36.218
115240,gdb_115241,OCC1CNC(=O)OC1,4.15028,0.97367,0.82322,6.5464,68.79,-0.2491,0.0553,0.3044,1348.9525,0.149072,-476.263656,-476.254827,-476.253882,-476.297771,31.878
119262,gdb_119263,CCCC1(CCO)CO1,2.53022,0.82382,0.67822,1.3276,82.05,-0.2563,0.075,0.3312,1745.7201,0.20363,-425.406556,-425.395732,-425.394788,-425.443305,38.846
10998,gdb_10999,OC12CC1C(=O)C=C2,4.27004,1.81247,1.5251,4.1794,63.39,-0.2408,-0.0559,0.1849,818.9935,0.107248,-382.548032,-382.541356,-382.540411,-382.578574,26.042
30141,gdb_30142,CN1CC1C1=CNC=C1,3.75743,1.06738,1.03938,2.9236,82.98,-0.2006,0.0395,0.2401,1236.8368,0.161031,-382.071112,-382.062807,-382.061862,-382.104507,31.813
96394,gdb_96395,CC1COCOC1C#C,2.07427,1.69396,1.20245,1.8048,75.91,-0.2553,0.0304,0.2857,1104.7265,0.159174,-422.992677,-422.984029,-422.983085,-423.025628,33.173
88643,gdb_88644,CC1OC1C1CC(=O)C1,4.47805,0.8269,0.75754,2.7671,77.11,-0.2453,-0.0221,0.2232,1501.1591,0.156882,-423.017006,-423.007938,-423.006994,-423.051972,33.165
131222,gdb_131223,c1c2c([nH]c1O)nno2,5.3966,1.29576,1.04488,5.7936,64.74,-0.2145,-0.0296,0.1849,1015.1479,0.07848,-468.785342,-468.778421,-468.777476,-468.816432,26.291
17496,gdb_17497,CC12CC1N1CC21C,2.9694,2.43345,1.63848,1.6473,74.63,-0.2117,0.0787,0.2904,859.5748,0.164702,-327.84913,-327.841388,-327.840444,-327.880454,30.703
51550,gdb_51551,O=CCC1OC11COC1,5.41669,0.7561,0.72438,1.1938,70.13,-0.2568,-0.0335,0.2233,1524.3381,0.133224,-458.92013,-458.911306,-458.910362,-458.955163,30.766
51259,gdb_51260,O=CCC1=CC2NC2C1,4.76231,0.90458,0.83129,2.9128,79.12,-0.2327,-0.0297,0.203,1373.348,0.147805,-401.938809,-401.930604,-401.92966,-401.973096,30.356
31222,gdb_31223,CCc1cc[nH]c1CC,2.02252,1.36808,0.90334,1.7709,90.49,-0.1901,0.0485,0.2386,1391.12,0.194799,-367.265429,-367.255568,-367.254624,-367.301122,36.419
83718,gdb_83719,NC1C2NCC2OC1=O,2.63456,1.75268,1.25288,4.3504,67.34,-0.2328,0.011,0.2438,1001.6698,0.139037,-455.155482,-455.14799,-455.147046,-455.187542,28.945
15455,gdb_15456,N=C1OCC=C1C#N,3.89365,1.85144,1.26475,5.8223,65.29,-0.2708,-0.0756,0.1952,874.1134,0.085346,-377.555466,-377.54894,-377.547995,-377.586356,23.71
76957,gdb_76958,CC1C(C=O)C1C(C)=O,2.2204,1.20118,1.01358,4.518,78.48,-0.2378,-0.0376,0.2001,1287.0757,0.156295,-423.049369,-423.039453,-423.038509,-423.084843,35.191
2116,gdb_2117,N=C1NCCC1=O,3.75679,3.2632,1.79525,5.6629,56.69,-0.2387,-0.0521,0.1866,668.1231,0.103416,-340.663148,-340.656855,-340.655911,-340.693538,22.866
111723,gdb_111724,OCC1C2CCC12C#N,2.10332,1.46147,1.06224,5.6983,77.94,-0.2647,0.021,0.2857,1180.2657,0.14818,-401.927832,-401.919188,-401.918244,-401.961597,32.039
107653,gdb_107654,OCC12NC1CCC=C2,3.13445,1.27227,1.07911,1.2759,80.35,-0.2304,0.0136,0.244,1183.6237,0.172639,-403.13051,-403.121941,-403.120996,-403.163723,32.869
71484,gdb_71485,CC12C=CC3N1CC23O,2.17871,2.05238,1.74322,1.5383,75.87,-0.2211,-0.0029,0.2182,917.87,0.147413,-401.874075,-401.866368,-401.865424,-401.905611,31.183
101760,gdb_101761,CC(=O)NCC(O)CO,4.14708,0.65887,0.5988,3.4193,73.78,-0.2459,0.0319,0.2778,1846.7535,0.168848,-477.450652,-477.439811,-477.438867,-477.488927,37.665
18819,gdb_18820,O=C1NC2C3CC1C23,4.29422,2.25187,1.85759,3.8513,63.57,-0.2304,0.0276,0.258,725.602,0.12196,-362.66712,-362.661353,-362.660409,-362.696725,23.68
130817,gdb_130818,c1cn[nH]c1C(=O)C=O,3.22542,1.38773,0.97027,0.2403,69.27,-0.2677,-0.114,0.1536,1102.9006,0.090447,-452.784603,-452.77725,-452.776306,-452.81701,26.242
130297,gdb_130298,c1c[nH]c2c1onc2N,3.47733,1.65056,1.12144,4.9245,70.65,-0.2123,0.0003,0.2126,997.5538,0.104412,-432.86656,-432.859677,-432.858733,-432.897555,27.182
130394,gdb_130395,C(c1c(onn1)CO)N,2.12339,1.63902,1.00423,3.6061,67.27,-0.243,-0.0422,0.2009,1145.8769,0.124479,-471.16488,-471.156134,-471.155189,-471.199138,31.072
14173,gdb_14174,CC1(C)C2CCOC12,3.74315,1.64827,1.62872,1.4121,74.61,-0.2295,0.0858,0.3153,930.5108,0.177404,-348.999571,-348.991534,-348.99059,-349.031482,30.906
34140,gdb_34141,C#CC12CC3C1COC23,2.78282,1.71652,1.35775,1.4862,79.25,-0.234,0.0395,0.2735,978.4915,0.13692,-384.613354,-384.606336,-384.605392,-384.644608,28.618
55176,gdb_55177,NC(=O)C1CC2CCC12,3.06652,1.28535,1.08343,3.3739,78.13,-0.2365,0.0326,0.2691,1174.9576,0.171796,-403.156948,-403.14816,-403.147216,-403.191287,33.043
121720,gdb_121721,C(CO)NC(=O)NC=O,5.1515,0.66873,0.60347,7.1375,69.63,-0.2462,-0.0034,0.2428,1762.4072,0.134735,-492.329527,-492.319405,-492.31846,-492.36684,34.181
129980,gdb_129981,C(CO)c1nc(on1)N,4.84111,0.80982,0.72651,4.1503,67.72,-0.2435,0.0052,0.2487,1502.1493,0.124863,-471.211478,-471.202721,-471.201777,-471.245714,31.491
104149,gdb_104150,CCC1(C)CCC(C)=C1,2.40119,1.14079,1.00622,0.3456,95.67,-0.2251,0.0321,0.2572,1404.7956,0.228151,-352.388907,-352.378569,-352.377625,-352.423838,39.486
15471,gdb_15472,O=C1CCOC1C#N,2.91732,2.09825,1.45884,4.3065,58.07,-0.2715,-0.0553,0.2162,838.1395,0.095641,-398.623173,-398.616146,-398.615201,-398.65504,24.936
115813,gdb_115814,OCC1OCC2(O)CC12,4.02305,1.062,0.9469,1.9702,71.12,-0.2459,0.0647,0.3105,1252.3556,0.159247,-460.142926,-460.13439,-460.133446,-460.175901,33.046
121517,gdb_121518,CCCCC#CC(=O)C,5.33197,0.46326,0.4319,3.5854,92.07,-0.2512,-0.0428,0.2084,2551.1183,0.179061,-387.095795,-387.084465,-387.083521,-387.135218,38.295
120682,gdb_120683,CCCC1OC1C#CC,2.40606,0.77849,0.62679,1.9554,89.3,-0.2434,0.0305,0.2739,1864.2261,0.179539,-387.054932,-387.044079,-387.043135,-387.093217,37.339
113997,gdb_113998,CCC1CC1CCC=O,4.26794,0.57616,0.54071,2.9084,88.29,-0.2463,-0.0185,0.2278,2085.2498,0.203575,-388.294582,-388.28392,-388.282976,-388.331961,37.672
102505,gdb_102506,CCC(CC)C(O)C#N,1.69038,1.20916,0.89079,3.5064,82.64,-0.2962,0.0129,0.3091,1455.2321,0.19203,-404.367519,-404.35642,-404.355476,-404.404299,39.405
37828,gdb_37829,C1C2N3CC22COCC132,3.04993,1.86938,1.70531,1.3403,75.15,-0.2278,0.0661,0.2939,876.777,0.149372,-401.820257,-401.813558,-401.812614,-401.851402,27.314
70253,gdb_70254,CC12CC(CC1O2)C#C,3.86275,1.08539,0.9505,1.5975,81.26,-0.2526,0.0543,0.3069,1270.4334,0.158387,-385.863938,-385.855353,-385.854408,-385.896848,33.421
